sofifa_id,age,height_cm,weight_kg,overall,potential,value_eur,wage_eur,international_reputation,weak_foot,skill_moves,release_clause_eur,team_jersey_number,contract_valid_until,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,16980.0,18038.0,18038.0,1126.0,16242.0,16242.0,16242.0,16242.0,16242.0,16242.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0,18278.0
219738.8644818908,25.283291388554545,181.36218404639456,75.2763431447642,66.24499398183609,71.5468869679396,2484037.640879746,9456.942772732247,1.1031841558157347,2.9442499179341284,2.3680380785643944,4740717.432273263,20.10389178401153,2021.1145914181172,12.1145648312611,67.70089890407586,52.298300701884,57.23377662849403,62.53158478019948,51.55350326314493,64.87667774904568,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,49.71840463945727,45.59021774811249,52.22146843199475,58.74800306379254,42.80938833570413,55.59650946493052,47.32569208884998,42.708884998358684,52.76884779516359,58.46197614618667,64.29992340518656,64.4157457052194,63.50492395229237,61.752544042017725,63.856439435386804,58.181693839588576,64.92816500711237,62.889484626326734,65.23476310318415,46.81294452347084,55.742149031622716,46.38023853813328,50.072163256373784,53.6097494255389,48.38335704125178,58.52877776561987,46.84888937520517,47.64033264033264,45.60663092242039,16.572765072765073,16.354852828537037,16.212933581354633,16.368038078564393,16.709924499398184
27960.200460596785,4.656964497822073,6.756961363700437,7.047743570355301,6.949953254963293,6.139669074956243,5585481.061473896,21351.714095257325,0.3788605287181275,0.6646561758156148,0.7650375662223577,11030016.291501611,16.603639352940984,1.289887561242958,6.735921689751139,11.297655849777797,14.02941778312628,10.407843962305476,10.28495037599453,16.41952761177002,9.76016182829763,7.736277816160409,7.244022634781818,7.510709389952678,8.15406246702473,10.634038254893655,8.447876385150089,18.325403398899887,19.59460942859424,17.42842936789879,14.679653260389383,17.701815314070146,18.929117741122763,18.422990665252534,17.43361238492101,15.24645409330107,16.741877982587514,15.042231989413274,14.847763420455431,14.808380221791445,9.135612545026943,14.201558513633055,13.326082805668012,11.93405922026527,16.017954374315323,12.534811473979188,19.32234270416117,17.31815730482136,20.7758120876857,19.594021765196437,13.955626029473104,15.708098808552196,11.880840325868672,20.09128730564525,21.585641053669146,21.217734228506878,17.738069062821687,16.996925180400194,16.61366476418496,17.13649698153749,18.038125411442028
768.0,16.0,156.0,50.0,48.0,49.0,0.0,0.0,1.0,1.0,1.0,13000.0,1.0,2019.0,1.0,24.0,15.0,24.0,23.0,15.0,27.0,44.0,42.0,35.0,45.0,12.0,41.0,5.0,2.0,5.0,7.0,3.0,4.0,6.0,4.0,8.0,5.0,12.0,11.0,11.0,21.0,12.0,14.0,19.0,12.0,20.0,4.0,9.0,3.0,2.0,9.0,7.0,12.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0
204445.5,22.0,177.0,70.0,62.0,67.0,325000.0,1000.0,1.0,3.0,2.0,563000.0,9.0,2020.0,6.0,61.0,42.0,50.0,57.0,36.0,59.0,60.0,58.0,57.0,60.75,29.0,58.0,38.0,30.0,44.0,54.0,30.0,50.0,34.0,31.0,43.0,54.0,56.0,57.0,55.0,56.0,56.0,48.0,58.0,56.0,58.0,32.0,44.0,25.0,39.0,44.0,39.0,51.0,29.0,27.0,24.0,8.0,8.0,8.0,8.0,8.0
226165.0,25.0,181.0,75.0,66.0,71.0,700000.0,3000.0,1.0,3.0,2.0,1200000.0,17.0,2021.0,12.0,69.0,54.0,58.0,64.0,56.0,66.0,65.0,63.0,61.0,66.0,39.0,64.0,54.0,49.0,56.0,62.0,44.0,61.0,49.0,41.0,56.0,63.0,67.0,67.0,66.0,62.0,66.0,59.0,66.0,66.0,66.0,51.0,58.0,52.0,55.0,55.0,49.0,60.0,52.0,55.0,52.0,11.0,11.0,11.0,11.0,11.0
240795.75,29.0,186.0,80.0,71.0,75.0,2100000.0,8000.0,1.0,3.0,3.0,3700000.0,27.0,2022.0,18.0,75.0,63.0,64.0,69.0,65.0,72.0,70.0,68.0,66.0,72.0,46.0,69.0,64.0,62.0,64.0,68.0,56.0,68.0,62.0,56.0,64.0,69.0,75.0,75.0,74.0,68.0,74.0,68.0,73.0,74.0,74.0,62.0,69.0,64.0,64.0,64.0,60.0,67.0,64.0,66.0,64.0,14.0,14.0,14.0,14.0,14.0
252905.0,42.0,205.0,110.0,94.0,95.0,105500000.0,565000.0,5.0,5.0,5.0,195800000.0,99.0,2026.0,30.0,96.0,93.0,92.0,96.0,90.0,90.0,90.0,92.0,93.0,92.0,65.0,91.0,93.0,95.0,93.0,92.0,90.0,97.0,94.0,94.0,92.0,96.0,97.0,96.0,96.0,96.0,97.0,95.0,95.0,97.0,97.0,94.0,95.0,92.0,95.0,94.0,92.0,96.0,94.0,92.0,90.0,90.0,92.0,93.0,91.0,92.0
